"","master_metadata_album_artist_name","count","hours","percentage"
"584","Bazanji",43,1.42004305555556,0.0313324297934974
"585","C2C",43,2.2554575,0.0313324297934974
"586","DaBaby",43,1.75556611111111,0.0313324297934974
"587","Franc Moody",43,2.76954222222222,0.0313324297934974
"588","Josef Salvat",43,2.65429277777778,0.0313324297934974
"589","Just A Gent",43,2.26929416666667,0.0313324297934974
"590","KWAYE",43,2.27066944444444,0.0313324297934974
"591","Lolo Zouaï",43,2.11724361111111,0.0313324297934974
"592","MGMT",43,2.69663611111111,0.0313324297934974
"593","MSTR ROGERS",43,2.27155416666667,0.0313324297934974
"594","Marvin Gaye",43,3.68862888888889,0.0313324297934974
"595","Mustard",43,2.10816166666667,0.0313324297934974
"596","Omami",43,2.74914888888889,0.0313324297934974
"597","Sense",43,2.14669694444444,0.0313324297934974
"598","Thirty Seconds To Mars",43,2.03553611111111,0.0313324297934974
"599","Zack Hemsey",43,3.07374222222222,0.0313324297934974
"600","BANKS",42,2.77550916666667,0.0306037686355091
"601","BONNIE X CLYDE",42,1.80650083333333,0.0306037686355091
"602","Busy P",42,2.91332333333333,0.0306037686355091
"603","Crowded House",42,2.47951138888889,0.0306037686355091
"604","DJ Khaled",42,2.40775888888889,0.0306037686355091
"605","Electric Light Orchestra",42,2.98048944444444,0.0306037686355091
"606","Gunna",42,1.88738583333333,0.0306037686355091
"607","Kenndog",42,1.26494444444444,0.0306037686355091
"608","Roger Martin",42,2.15371444444444,0.0306037686355091
"609","Seals and Crofts",42,2.53922055555556,0.0306037686355091
"610","Sech",42,2.38799194444444,0.0306037686355091
"611","You Me At Six",42,2.09555055555556,0.0306037686355091
"612","10 Ft. Ganja Plant",41,2.66110833333333,0.0298751074775208
"613","Ali Gatie",41,2.23365611111111,0.0298751074775208
"614","Barrington Levy",41,2.22110166666667,0.0298751074775208
"615","Bon Entendeur",41,2.08822666666667,0.0298751074775208
"616","Flox",41,2.38768277777778,0.0298751074775208
"617","Glass Animals",41,3.22773944444444,0.0298751074775208
"618","JACKBOYS",41,2.58074027777778,0.0298751074775208
"619","Katy Perry",41,2.29754972222222,0.0298751074775208
"620","Khalid",41,2.3260975,0.0298751074775208
"621","La Yegros",41,2.17730888888889,0.0298751074775208
"622","LeRoyce",41,2.38661361111111,0.0298751074775208
"623","MØ",41,2.517585,0.0298751074775208
"624","O.B.F",41,2.21796888888889,0.0298751074775208
"625","Pet Shop Boys",41,0.701335833333333,0.0298751074775208
"626","SAINT PHNX",41,1.8160375,0.0298751074775208
"627","The Frightnrs",41,1.92872222222222,0.0298751074775208
"628","Tones And I",41,1.91659472222222,0.0298751074775208
"629","Troublemakers",41,1.93420055555556,0.0298751074775208
"630","Vice",41,1.75367861111111,0.0298751074775208
"631","AkaHendy",40,2.213865,0.0291464463195325
"632","D.One",40,0.956807222222222,0.0291464463195325
"633","Daniel Caesar",40,2.54307472222222,0.0291464463195325
"634","Dennis Brown",40,2.19340777777778,0.0291464463195325
"635","Frank Zappa",40,1.61138472222222,0.0291464463195325
"636","Hayce Lemsi",40,1.99611944444444,0.0291464463195325
"637","KSHMR",40,1.86117111111111,0.0291464463195325
"638","Maribou State",40,2.32572,0.0291464463195325
"639","Modjo",40,3.0406625,0.0291464463195325
"640","New Politics",40,1.77277361111111,0.0291464463195325
"641","Powfu",40,1.51242416666667,0.0291464463195325
"642","Tatarka",40,2.22838055555556,0.0291464463195325
"643","Tess",40,2.21534777777778,0.0291464463195325
"644","Yves Larock",40,2.08657527777778,0.0291464463195325
"645","070 Shake",39,2.39169027777778,0.0284177851615442
"646","A4 Reggae Orchestra",39,1.71879027777778,0.0284177851615442
"647","Amadou & Mariam",39,2.142725,0.0284177851615442
"648","Ariana Grande",39,1.76903944444444,0.0284177851615442
"649","Atili",39,1.88817694444444,0.0284177851615442
"650","Dadinho",39,1.43344722222222,0.0284177851615442
"651","Drex Carter",39,1.37636277777778,0.0284177851615442
"652","Jesper Jenset",39,1.90567333333333,0.0284177851615442
"653","KIDDO",39,1.67804055555556,0.0284177851615442
"654","Kanka",39,2.25666833333333,0.0284177851615442
"655","Khoe Wa",39,2.08414277777778,0.0284177851615442
"656","Kush Kush",39,1.53225444444444,0.0284177851615442
"657","Lizzo",39,2.03876,0.0284177851615442
"658","SICK LEGEND",39,1.29712972222222,0.0284177851615442
"659","Sans Souci",39,2.13497027777778,0.0284177851615442
"660","Selah Sue",39,1.81854138888889,0.0284177851615442
"661","Serge Gainsbourg",39,1.67422777777778,0.0284177851615442
"662","Urban Love",39,1.77561388888889,0.0284177851615442
"663","Yogi",39,1.98887833333333,0.0284177851615442
"664","Axero",38,2.1272425,0.0276891240035559
"665","Ella Isaacson",38,2.58774194444444,0.0276891240035559
"666","Fatal Bazooka",38,1.0881925,0.0276891240035559
"667","Flipp Dinero",38,2.02378,0.0276891240035559
"668","Gostan",38,2.15332027777778,0.0276891240035559
"669","Klangkarussell",38,3.45504055555556,0.0276891240035559
"670","Masego",38,2.46406416666667,0.0276891240035559
"671","OG Eastbull",38,1.91134,0.0276891240035559
"672","SIYYU",38,2.08873222222222,0.0276891240035559
"673","Shura",38,3.13693083333333,0.0276891240035559
"674","Synthwave Goose",38,1.91767083333333,0.0276891240035559
"675","Tainy",38,1.35150277777778,0.0276891240035559
"676","The Lumineers",38,1.45725833333333,0.0276891240035559
"677","Trap City",38,1.28958638888889,0.0276891240035559
"678","Alina Baraz",37,2.09438166666667,0.0269604628455676
"679","Broken Back",37,1.8026375,0.0269604628455676
"680","Cheat Codes",37,2.2053475,0.0269604628455676
"681","Curbi",37,1.69673861111111,0.0269604628455676
"682","Dontcry",37,1.22791472222222,0.0269604628455676
"683","Hellberg",37,3.01804416666667,0.0269604628455676
"684","Kazy Lambist",37,2.15703305555556,0.0269604628455676
"685","Kokoroko",37,3.89864027777778,0.0269604628455676
"686","Kool Shen",37,2.93619583333333,0.0269604628455676
"687","Mura Masa",37,1.85569277777778,0.0269604628455676
"688","Siboy",37,1.44181027777778,0.0269604628455676
"689","Sons Of Maria",37,2.9169525,0.0269604628455676
"690","The Herd",37,2.16560722222222,0.0269604628455676
"691","TheFatRat",37,1.83800166666667,0.0269604628455676
"692","Ty Dolla $ign",37,1.77308861111111,0.0269604628455676
"693","Tyga",37,1.73473444444444,0.0269604628455676
"694","benny blanco",37,1.84714916666667,0.0269604628455676
"695","Adrien Toma",36,1.47110666666667,0.0262318016875792
"696","Amarula Café Club",36,1.57622388888889,0.0262318016875792
"697","Chris Isaak",36,2.60376,0.0262318016875792
"698","Col3trane",36,1.84008361111111,0.0262318016875792
"699","De Hofnar",36,1.68120444444444,0.0262318016875792
"700","FDVM",36,1.77094638888889,0.0262318016875792
"701","Fatima Yamaha",36,3.66582888888889,0.0262318016875792
"702","Henri PFR",36,1.77712972222222,0.0262318016875792
"703","L2B",36,1.40513527777778,0.0262318016875792
"704","Monsune",36,2.07179111111111,0.0262318016875792
"705","MÖWE",36,1.69072944444444,0.0262318016875792
"706","Quavo",36,1.93560388888889,0.0262318016875792
"707","Rohff",36,1.63819361111111,0.0262318016875792
"708","The Marías",36,1.84279694444444,0.0262318016875792
"709","The Wailers",36,2.18511583333333,0.0262318016875792
